RA_J2000,Decl_J2000,radius,region name,aperture sum (gswlc),aperture sum (w3w1),aperture sum (w4w1)
01:36:41.7,15:46:59,7.7,ngc0628,7184.971893776885,7184.971893776885,7184.971893776885
